,Ensemble_adv,Ensemble_true,True,adv_model0,adv_model1,adv_model2,adv_model3,adv_model4,adv_model5,adv_model6,adv_model7,adv_model8,adv_model9,model0,model1,model2,model3,model4,model5,model6,model7,model8,model9
6224,1,1,1,1,1,1,1,8,1,3,8,1,1,1,1,1,1,1,1,1,1,1,1
6225,3,1,1,3,1,8,1,3,1,3,3,8,1,1,1,1,1,1,1,1,1,1,1
6226,3,9,9,3,3,8,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,9,9
6227,5,7,7,5,5,9,5,5,4,5,5,9,4,7,7,7,7,7,7,7,7,7,7
6228,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6229,3,3,3,3,3,8,8,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6230,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
6231,2,3,3,3,2,2,2,2,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3
6232,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6233,0,0,0,0,2,2,8,8,0,2,0,8,2,0,0,0,0,0,0,0,0,0,0
6234,6,2,2,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2
6235,6,2,5,6,6,6,6,6,6,5,6,6,6,2,5,2,2,2,2,2,2,6,2
6236,5,5,5,5,5,2,2,2,2,5,8,5,6,5,5,5,5,5,5,5,5,5,5
6237,2,6,6,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6
6238,6,6,6,6,6,4,4,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6
6239,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6240,2,5,5,2,2,2,2,2,8,2,8,2,2,5,5,5,5,5,5,5,5,5,5
6241,2,6,2,2,2,4,2,2,2,2,2,2,2,2,6,4,6,6,4,6,6,2,6
6242,2,5,5,2,2,4,2,2,2,6,6,2,6,6,2,5,2,5,5,5,5,2,5
6243,3,9,9,3,3,8,7,3,3,9,3,3,3,9,9,9,9,9,9,9,9,9,9
6244,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
6245,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6246,8,4,4,7,8,8,7,3,8,7,3,8,8,4,4,4,4,4,4,4,4,4,4
6247,3,1,1,3,3,3,1,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1
6248,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6249,2,6,6,2,2,2,2,2,2,2,6,8,2,6,6,6,6,6,6,6,6,6,6
6250,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,6,0,0,6,0,0
6251,7,9,9,7,7,9,7,3,7,9,3,7,9,9,9,9,9,9,9,9,9,9,9
6252,6,6,6,8,6,4,8,8,4,4,6,8,6,6,6,6,6,6,6,6,6,6,6
6253,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6254,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6255,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6256,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6257,3,1,1,3,1,1,1,3,1,3,3,8,1,1,1,1,1,1,1,1,1,1,1
6258,8,1,1,3,5,8,1,8,8,3,8,8,8,1,1,1,1,1,1,1,1,1,1
6259,4,9,9,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9
6260,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6261,9,9,9,3,9,9,7,9,9,9,3,8,9,9,9,9,9,9,9,9,9,9,9
6262,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6263,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6264,5,5,5,5,5,5,5,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6265,5,5,5,5,5,5,0,3,3,5,5,5,0,5,5,5,5,5,5,5,5,5,5
6266,9,9,9,5,9,9,9,0,0,9,0,9,9,9,9,9,9,9,9,9,9,9,9
6267,8,4,4,8,8,8,1,8,8,8,8,8,8,4,4,4,4,4,4,4,4,4,4
6268,2,4,2,2,2,2,2,2,2,2,2,2,2,4,2,4,4,4,2,4,4,4,4
6269,3,1,1,3,3,3,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1
6270,9,9,9,3,9,9,9,3,9,9,3,9,9,9,9,9,9,9,9,9,9,9,9
6271,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6272,9,9,9,9,9,9,9,9,9,9,3,9,9,9,9,9,9,9,9,9,9,9,9
6273,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6274,6,0,0,6,2,6,6,6,0,6,0,6,6,0,0,0,0,0,0,0,0,0,0
6275,0,2,6,2,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2
6276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
6277,4,4,4,7,4,4,7,8,4,7,8,8,4,4,4,4,4,4,4,4,4,4,4
6278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6279,0,0,0,5,5,0,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0
6280,8,1,1,2,8,8,8,3,8,3,8,8,8,1,1,1,1,1,1,1,1,1,1
6281,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6282,3,3,3,3,3,3,3,3,3,3,3,3,3,8,3,8,8,8,3,8,3,3,3
6283,4,4,4,5,6,4,4,4,4,2,6,8,6,4,4,4,4,4,4,4,4,4,4
6284,7,9,7,7,7,7,7,7,7,7,7,7,7,9,7,7,9,9,9,7,7,9,9
6285,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6286,7,9,9,7,7,9,7,7,9,7,7,7,7,9,9,9,9,9,9,9,9,9,9
6287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6288,8,1,1,3,3,8,7,3,2,7,3,8,8,1,1,1,1,1,1,1,1,1,1
6289,2,2,2,2,2,2,2,2,2,8,8,8,2,2,2,2,2,2,2,2,2,2,2
6290,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6291,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
6292,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6293,9,9,9,9,9,9,9,9,9,9,7,9,9,9,9,9,9,9,9,9,9,9,9
6294,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6295,8,1,1,2,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1
6296,0,2,2,5,0,8,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,2
6297,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6298,8,4,4,3,2,4,8,8,8,2,8,8,4,4,4,4,4,4,4,4,4,4,4
6299,9,7,7,9,9,9,9,5,9,5,5,9,9,7,7,7,7,7,7,7,7,7,7
6300,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6301,7,9,9,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9
6302,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
6303,3,3,3,3,3,3,3,3,3,3,3,8,3,3,3,3,3,3,3,3,3,3,3
6304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6305,0,3,3,0,0,0,0,0,0,3,0,8,0,3,3,3,3,3,3,3,3,3,3
6306,3,1,1,3,8,8,3,3,3,3,3,8,8,1,1,1,1,1,1,1,1,1,1
6307,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6308,7,9,7,7,7,7,7,7,7,7,7,7,7,7,9,7,9,9,9,7,7,9,9
6309,0,6,6,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6
6310,8,4,4,5,5,8,8,8,8,5,8,8,5,4,4,4,4,4,4,4,4,4,4
6311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6312,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6313,0,6,6,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6
6314,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6315,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3
6316,2,2,2,2,2,2,0,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2
6317,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6318,2,1,1,2,2,8,1,2,2,2,2,8,2,1,1,1,1,1,1,1,1,1,1
6319,2,2,2,2,2,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6320,3,0,0,5,3,3,8,3,3,3,8,3,3,0,0,0,0,0,0,0,0,0,0
6321,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,7
6322,8,1,1,2,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1
6323,3,0,0,5,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
6324,6,4,4,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4
6325,6,4,4,6,6,6,6,6,4,6,6,6,6,4,4,4,4,4,4,4,4,4,4
6326,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6327,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6329,6,6,6,6,6,6,6,6,6,6,6,8,6,6,6,6,6,6,6,6,6,6,6
6330,2,2,2,2,2,2,2,0,2,2,2,2,2,6,2,6,2,6,2,2,2,2,2
6331,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6332,8,1,1,2,8,8,8,8,8,3,8,8,1,1,1,1,1,1,1,1,1,1,1
6333,5,5,5,5,5,5,5,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5
6334,8,1,1,2,2,8,1,8,8,3,8,8,1,1,1,1,1,1,1,1,1,1,1
6335,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6336,5,5,5,5,5,1,1,8,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5
6337,0,9,9,7,7,0,7,0,0,7,0,7,0,9,9,9,9,9,9,9,9,9,9
6338,8,4,4,8,4,4,8,8,8,3,8,8,4,4,4,4,4,4,4,4,4,4,4
6339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6340,4,7,7,7,4,4,9,5,4,7,4,4,4,7,7,7,7,7,7,7,7,7,7
6341,3,5,5,2,5,2,5,2,3,3,8,3,5,5,5,5,5,5,5,5,5,5,5
6342,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6343,8,8,8,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6344,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6345,0,8,8,8,0,0,0,0,8,0,0,0,0,8,8,8,0,8,8,8,8,8,8
6346,4,9,9,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9
6347,0,2,2,5,2,2,0,0,0,8,0,0,2,2,2,2,2,2,2,2,2,2,2
6348,6,6,6,5,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6
6349,8,2,2,2,2,8,8,2,8,8,8,8,2,2,2,2,2,2,2,2,2,2,2
6350,5,5,5,5,5,4,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5
6351,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6352,8,1,1,2,8,8,8,8,8,2,8,8,8,1,1,1,1,1,1,1,1,1,1
6353,7,7,7,7,7,4,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
6354,8,3,3,8,8,8,3,3,8,3,3,8,8,3,3,3,3,3,3,3,3,3,3
6355,2,0,9,2,2,2,2,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0
6356,2,1,1,2,2,8,1,2,2,2,2,8,8,1,1,1,1,1,1,1,1,1,1
6357,2,9,9,2,2,2,2,0,2,2,0,0,0,9,9,9,9,9,9,9,9,9,9
6358,9,9,9,9,9,9,9,9,9,7,9,9,9,9,9,9,9,9,9,9,9,9,9
6359,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6361,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6362,0,9,9,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9
6363,2,2,2,2,2,2,8,0,0,8,0,8,2,2,2,2,2,2,2,2,2,2,2
6364,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6365,8,1,1,2,8,8,8,3,8,3,8,8,8,1,1,1,1,1,1,1,1,1,1
6366,8,4,4,5,4,4,8,8,4,4,8,8,4,4,4,4,4,4,4,4,4,4,4
6367,2,0,3,3,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
6368,5,5,5,5,4,4,5,8,4,5,8,8,4,5,5,5,5,5,5,5,5,5,5
6369,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6370,9,9,9,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
6371,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6372,5,5,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6373,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6374,7,9,9,7,7,9,7,9,9,7,7,7,9,9,9,9,9,9,9,9,9,9,9
6375,5,5,5,5,5,8,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
6376,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
6377,2,1,1,2,2,8,1,8,2,2,2,8,1,1,1,1,1,1,1,1,1,1,1
6378,4,2,2,2,4,2,4,2,4,2,2,4,4,2,2,2,2,2,2,2,2,2,2
6379,6,4,4,0,6,2,4,4,2,2,6,4,6,4,4,4,4,4,4,4,4,4,4
6380,5,5,5,5,5,5,5,5,5,5,8,5,5,5,5,5,5,5,5,5,5,5,5
6381,2,6,6,2,6,6,3,6,2,2,0,2,2,6,6,6,6,6,6,6,6,6,6
6382,7,0,0,3,7,3,7,7,3,7,3,7,7,0,0,0,0,0,0,0,0,0,0
6383,3,1,1,3,3,8,1,3,8,3,8,8,1,1,1,1,1,1,1,1,1,1,1
6384,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6385,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,3,3,3,3,3,9,3,3
6386,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6387,2,5,5,6,2,6,2,2,2,2,2,8,2,5,5,5,5,5,5,5,5,5,5
6388,2,6,6,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6
6389,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
6390,3,1,1,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1
6391,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6392,5,3,3,5,5,3,5,5,4,3,5,3,5,3,3,3,3,3,3,3,3,3,3
6393,6,4,4,6,6,6,6,2,4,2,6,4,4,4,4,4,4,4,4,4,4,4,4
6394,3,5,5,3,3,8,3,3,3,3,3,3,3,5,5,5,5,5,5,3,5,5,5
6395,8,1,1,3,1,1,1,3,8,3,8,8,1,1,1,1,1,1,1,1,1,1,1
6396,0,0,0,2,2,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6397,4,4,4,4,2,4,2,2,4,2,0,4,4,4,4,4,4,4,4,4,4,4,4
6398,0,5,5,5,5,0,0,5,0,0,0,5,0,5,5,5,5,5,5,5,5,5,5
6399,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6400,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6
6401,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6402,6,4,4,6,6,2,2,6,2,2,6,6,6,4,4,4,4,4,4,4,4,4,4
6403,6,4,4,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4
6404,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6405,9,7,8,5,5,4,9,9,9,9,4,9,9,7,9,7,9,9,9,7,7,7,7
6406,3,1,1,3,3,3,7,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1
6407,3,0,0,5,3,3,5,3,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0
6408,2,2,6,2,2,2,2,2,2,2,2,0,0,6,2,2,6,2,6,2,2,6,2
6409,2,4,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4
6410,3,4,9,3,3,3,3,3,3,3,3,3,3,4,9,4,9,9,9,4,4,3,4
6411,3,7,7,5,3,8,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7
6412,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6413,3,3,3,5,5,3,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6414,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6415,3,9,9,7,5,8,3,8,8,3,8,3,9,9,9,9,9,9,4,4,9,4,9
6416,4,2,2,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2
6417,2,0,0,2,2,2,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
6418,3,4,9,3,3,8,3,3,3,3,3,3,3,9,4,4,4,4,4,4,4,4,9
6419,2,2,3,3,2,2,2,3,2,3,2,2,2,1,2,2,1,1,2,2,1,2,9
6420,5,3,3,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3
6421,5,7,9,5,5,5,5,5,5,5,5,5,4,7,7,7,7,7,7,7,7,7,7
6422,3,1,1,3,3,0,3,3,0,3,3,3,0,1,1,1,1,1,1,1,1,1,1
6423,3,5,5,3,3,2,3,3,3,2,3,3,3,5,5,5,5,5,5,5,5,5,5
6424,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,2,6,2,6,2,2,2,2
6425,5,3,3,5,5,4,6,5,6,6,5,6,6,3,3,3,3,3,3,3,3,3,3
6426,2,1,7,5,2,2,2,2,2,3,2,2,2,1,7,1,1,7,7,1,1,1,1
6427,2,2,7,2,2,2,2,2,2,2,2,8,2,7,8,8,2,2,2,2,1,2,2
6428,3,8,8,3,3,8,3,3,3,3,8,3,3,8,1,8,8,3,1,8,8,1,8
6429,2,4,4,2,2,2,2,2,2,2,2,4,6,4,4,4,4,4,4,4,4,4,4
6430,3,0,0,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
6431,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6432,2,4,4,2,2,4,2,5,8,2,0,8,6,4,4,4,4,4,4,4,4,4,4
6433,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6434,3,2,2,2,2,2,3,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2
6435,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
6436,7,7,7,5,7,3,5,3,7,3,3,7,7,7,7,7,7,7,7,7,7,7,7
6437,8,8,8,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6438,0,0,0,0,3,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
6439,2,7,7,2,2,2,2,2,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7
6440,5,0,0,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0
6441,4,6,6,4,6,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6
6442,3,9,9,9,3,8,8,3,8,8,3,3,9,9,4,9,4,9,9,4,4,9,9
6443,4,3,3,5,5,4,5,8,8,4,4,4,4,3,3,3,3,3,3,3,3,3,3
6444,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6445,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6446,4,6,6,2,6,4,4,4,4,2,4,4,4,6,6,6,6,6,6,6,6,6,6
6447,0,7,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7
6448,2,2,5,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,6,2,2,0,0
6449,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
6450,5,5,5,2,5,6,5,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5
6451,3,1,1,2,3,8,1,3,2,3,3,8,3,1,1,1,1,1,1,1,1,1,1
6452,3,0,0,0,3,3,0,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0
6453,8,7,8,0,8,8,8,8,8,0,8,8,5,7,7,7,7,7,8,7,8,8,7
6454,8,1,1,5,2,8,1,3,8,3,8,8,1,1,1,1,1,1,1,1,1,1,1
6455,5,6,6,5,5,5,5,5,3,3,5,5,5,6,6,6,6,6,6,6,6,6,6
6456,7,7,7,5,0,5,7,7,7,5,5,7,0,7,7,7,7,7,7,7,7,7,7
6457,2,2,2,2,2,2,4,2,2,2,2,9,4,2,2,2,2,2,2,2,2,2,2
6458,5,9,9,5,3,5,5,3,8,3,3,3,5,4,9,9,9,9,9,9,9,9,4
6459,8,7,7,5,8,5,8,8,8,3,3,8,0,7,7,7,7,7,7,7,7,7,7
6460,5,9,9,5,5,5,5,5,8,5,8,5,5,9,9,9,9,4,9,9,9,4,9
6461,5,5,5,5,5,8,8,5,8,5,8,5,8,4,5,5,5,5,5,5,5,5,5
6462,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6463,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6464,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6465,4,6,6,5,4,6,4,5,4,4,6,4,4,6,6,6,6,6,6,6,6,6,6
6466,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6467,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6468,3,1,1,5,3,8,3,3,8,3,3,8,8,1,1,1,1,1,1,1,1,1,1
6469,9,7,7,9,9,9,9,9,4,9,9,9,9,7,7,7,9,7,7,7,9,7,7
6470,5,5,5,2,5,5,5,8,8,5,5,8,5,0,5,5,5,5,5,5,5,5,5
6471,0,0,0,5,7,0,7,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
6472,3,1,1,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1
6473,3,1,1,5,5,5,5,3,8,3,8,8,3,1,1,1,1,1,1,1,1,1,1
6474,5,3,3,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3
6475,8,7,8,8,8,8,4,8,4,8,4,8,4,7,7,8,7,7,8,7,7,7,7
6476,8,4,4,8,4,8,4,8,4,8,8,8,4,4,4,4,4,4,4,4,4,4,4
6477,3,9,9,3,3,1,8,3,1,3,3,8,3,9,4,9,9,4,9,9,9,9,4
6478,3,1,1,3,3,8,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1
6479,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6480,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6481,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6482,3,9,9,3,5,3,3,3,3,3,3,3,3,9,5,5,5,9,9,5,9,8,9
6483,0,0,0,0,0,8,2,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
6484,3,1,1,3,2,2,1,3,2,3,8,8,1,1,1,1,1,1,1,1,1,1,1
6485,2,2,2,2,2,2,8,3,8,2,3,7,2,2,2,2,2,2,2,2,2,2,2
6486,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6487,2,4,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4
6488,3,5,5,5,3,5,3,3,3,3,5,3,5,5,5,5,5,5,5,5,5,5,5
6489,6,6,6,6,6,6,6,8,6,6,6,8,6,6,6,6,6,6,6,6,6,6,6
6490,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
6491,8,5,8,8,2,8,8,8,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5
6492,4,4,9,4,4,4,4,4,4,4,4,4,4,4,4,9,9,4,9,9,4,4,4
6493,0,5,0,5,0,0,0,0,8,0,0,8,0,5,0,0,5,5,5,0,0,5,0
6494,3,1,1,3,3,8,8,3,3,3,3,8,3,1,1,1,1,1,1,1,1,1,1
6495,8,2,2,5,8,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2,2,2
6496,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
6497,8,4,4,5,2,2,2,5,2,7,8,8,8,4,4,4,4,4,4,4,4,4,4
6498,8,7,7,8,3,8,8,3,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7
6499,8,8,8,8,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
6500,4,9,9,8,8,4,4,8,4,4,4,8,4,9,9,9,9,9,9,9,9,9,9
6501,8,8,0,3,8,8,8,8,8,8,8,8,8,4,8,5,4,5,5,2,2,8,8
6502,2,1,1,2,8,2,8,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1
6503,7,7,7,7,8,8,7,7,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7
6504,5,8,8,5,5,5,5,5,5,5,5,5,5,8,8,8,8,8,8,8,5,8,8
6505,7,9,9,7,7,9,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9
6506,4,9,9,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9
